id:ID,name,summary,type,domain_relevance,entity_chunk_id,relation_chunk_id,:LABEL
entity_104,熄弧板,用于停止焊接的辅助部件，与引弧板配合使用，确保焊接连续性。 | 用于FCB法焊接时在焊缝两端装设的辅助部件，以提高起弧点和熄弧点的焊接质量。,材料部件,domain_specific,23|126,1430|649|194,材料部件
entity_105,等离子喷嘴,用于约束等离子弧的精密部件，通过不同直径的镗孔和等离子流量控制焊接模式。,设备,domain_specific,23,unknown,设备
entity_106,铜喷嘴,用于等离子焊中约束等离子弧的部件，通过精密镗孔引导等离子流，影响焊接效果。,设备,domain_specific,23,1429|648,设备
entity_107,等离子流量,控制等离子弧能量和焊接效果的参数，影响焊接模式和熔透深度。,工艺参数,domain_specific,23,1429|648,工艺参数
entity_108,等离子弧,等离子焊中产生的高温等离子体，用于熔化金属并形成焊缝，通过钨极和板间形成。 | 用于等离子切割的高温等离子体，能够快速切割金属材料。,设备|技术,domain_specific,23|33,1050|1476|143,设备
entity_109,钨极,等离子焊和氩弧焊中使用的非消耗性电极，用于产生电弧，不参与熔化过程。,材料部件,domain_specific,23,1425|1429|1018|644|648,材料部件
entity_110,微等离子体,等离子焊的一种操作模式，适用于焊接极薄板（0.1mm以下），使用低电流进行作业。,工艺模式,domain_specific,23,1429|648,工艺模式
entity_111,中等强度电流,等离子焊的一种操作模式，适用于中等厚度板，电流范围为15～200A，具有更深的熔透性。,工艺参数,domain_specific,23,1429|648,工艺参数
entity_112,穿孔型等离子,等离子焊的一种操作模式，适用于厚板焊接，电流超过100A，可穿透达10mm厚的板。,工艺模式,domain_specific,23,1429|648,工艺模式
entity_113,薄板,厚度较薄的金属板，常用于微等离子体等离子焊工艺，适用于精密焊接。,材料部件,domain_specific,23,1261|1427|1429|1016|1046|1047|1050|1067|1069|1070|1078|221|1587|646|648|806|126|130|142|143,材料部件
entity_114,厚板,厚度较大的金属板，适用于穿孔型等离子焊工艺，可穿透达10mm厚的板。 | 厚板更容易脆性破坏。,材料部件|材料,domain_specific,23|19,1412|1413|1429|1442|1443|1010|1011|1016|1018|1523|1587|631|648|1504|806|661|662|723|742,材料部件
entity_115,俯焊,焊接位置的一种，指在焊缝下方进行的焊接，适用于等离子焊和某些气体保护焊工艺。,工艺模式,domain_specific,23,1429|1094|648|1469|688,工艺模式
entity_116,直角边缘,焊接前对板进行的预处理，用于电渣焊工艺，影响最终焊接金属的稀释程度。,材料部件,domain_specific,23,1430|649,材料部件
entity_117,颗粒结构,焊接金属的微观结构，电渣焊倾向于形成粗糙颗粒结构，需通过局部正常化进行矫正。,材料特性,domain_specific,23,1430|649,材料特性
entity_118,局部正常化,用于改善电渣焊金属颗粒结构的工艺，提高焊接质量。,工艺流程,domain_specific,23,1430|649,工艺流程
entity_119,电感,用于控制焊接电流的装置，防止短路时电源急剧增加和焊丝尾端爆炸。,设备,domain_specific,23,25|1428|647,设备
entity_120,小直径焊丝,直径小于1.2mm的焊丝，用于低电流焊接轻型板，适用于浸渍传递焊工艺。,材料部件,domain_specific,23,1428|647,材料部件
entity_121,轻型板,厚度较薄的金属板，适用于轻型钢结构焊接，如甲板室和轻型组件。,材料部件,domain_specific,23,unknown,材料部件
entity_122,轻型钢结构,由轻型金属板组成的结构，适用于船舶建造中的甲板室和其他轻型组件。,材料部件,domain_specific,23,1424|1428|243|643,材料部件
entity_123,半自动焊枪,用于半自动焊接的工具，通过焊工手动操作完成焊接，适用于多种焊接工艺。,设备,domain_specific,23,1427|646,设备
entity_124,自动机械,用于大电流焊接的自动化设备，提高焊接效率和一致性。,设备,domain_specific,23,1427|646,设备
entity_125,焊接产量,焊接工艺中单位时间内完成的焊接工作量，MIG半自动焊工艺可适当提高焊接产量。,工艺参数,domain_specific,23,1428|647,工艺参数
entity_126,焊接成本,焊接工艺的经济性指标，MIG半自动焊工艺可适当降低成本。 | 焊接成本约占船体建造成本的30%~50%。,工艺参数|工艺流程,domain_specific,23|137,648,工艺参数
entity_127,焊接位置,焊接时焊缝相对于工件的位置，如平位、俯焊等，影响焊接工艺选择。 | 焊接时焊枪与焊缝的相对位置，双丝GMA焊接对横向、纵向等非水平位置焊接尚有难度。,工艺参数|工艺特征,domain_specific,23|226,unknown,工艺参数
entity_128,焊接模式,焊接过程中电弧和熔滴的转移方式，如喷射过渡、短路过渡等，影响焊接效果。,工艺参数,domain_specific,23,unknown,工艺参数
entity_129,熔滴过渡,焊接过程中熔滴从焊丝转移到工件的过程，影响焊接质量和效率。 | 焊接过程中熔滴从焊丝过渡到熔池的方式，Tandem法中熔滴过渡受控，飞溅较小。,工艺参数|工艺特征,domain_specific,23|226,1426|1427|1016|645|646,工艺参数
entity_130,熔池,焊接过程中熔化的金属区域，由焊丝和工件熔化形成，是焊接质量的关键部分。 | 焊接过程中由熔化的母材和填充金属形成的液态金属区域，其形状、温度和流动性直接影响焊缝成形和质量。,材料部件|工艺特征,domain_specific,23|226,1378|1440|597|1014|1016|1018|1022|248|659,材料部件
entity_131,焊池,焊接过程中熔化的金属区域，由焊丝和工件熔化形成，是焊接质量的关键部分。,材料部件,domain_specific,23,1418|1425|1431|637|644|650,材料部件
entity_132,焊工,进行焊接操作的人员，负责手动操作半自动焊枪完成焊接。,人员,general,23,3|1101|1103|1427|246|297,人员
entity_133,焊接连续性,焊接过程中保持连续焊接的能力，通过引弧板和熄弧板实现。,工艺参数,domain_specific,23,unknown,工艺参数
entity_134,焊接故障,焊接过程中出现的异常情况，可能导致焊接中断，需重新开始。,工艺参数,domain_specific,23,unknown,工艺参数
entity_135,焊接金属,焊接过程中熔化的金属，形成焊缝，其质量受焊接工艺和参数影响。,材料部件,domain_specific,23,1418|1422|1425|1441|1453|245|637|641|644|660|672,材料部件
entity_136,焊接稀释,焊接过程中母材与焊缝金属的混合程度，影响焊接接头的性能。,材料特性,domain_specific,23,unknown,材料特性
entity_137,焊接接头,焊接后形成的连接部位，其质量受焊接工艺和参数影响。 | 焊接后形成的连接部位，窄间隙焊接通过减少热输入和残余应力，提高焊接接头的力学性能。 | 焊接结构中的连接部位，其应力、应变过程是热弹塑性分析的重要研究对象。 | 焊接过程中两个或多个构件连接的部位，其类型和形式对焊接变形和残余应力有重要影响。,材料部件|结构部件,domain_specific,23|225|277|156,1419|1423|1441|1010|638|642|1251|660|474,材料部件
entity_138,焊接工艺,用于完成焊接工作的技术方法，包括熔化极气体保护焊、等离子焊、电渣焊等。 | 船舶建造中用于连接结构部件的工艺，包括焊接顺序、方法和参数控制。 | 用于船舶结构连接的工艺，包括单面焊双面成形等。 | 焊接过程中采用的技术方法和操作规范，窄间隙焊接和双丝焊均为船舶制造中重要的焊接工艺。 | 焊接过程中所采用的技术方法和操作流程，包括Tandem法、潜弧焊、热丝电弧焊等。 | 拼板焊接过程中采用的工艺方法，包括单面焊双面成形、自动焊、定位焊等。 | 包括焊接方式、焊接材料、焊接顺序、接头形式及结构尺寸和形状等，对焊接变形和残余应力有显著影响。 | 船舶建造的一项关键工艺，直接影响船舶的建造质量、周期和成本。 | 焊接操作的具体方法和参数设置，是减少焊接变形和应力集中的有效手段。 | 船体构件连接的方式，受接缝线排列和外板拼接方式影响。,工艺流程|工艺,domain_specific,23|27|35|225|226|238|278|137|154|98,1257|310|311|315|1445|1010|243|62|664|180|636,工艺流程
entity_139,焊接参数,焊接过程中控制焊接质量的关键参数，包括电流、电压、气体流量等。 | 焊接过程中控制的参数，如电流、电压、焊接速度等，影响焊缝质量和变形。 | 焊接过程中控制焊接质量的参数，如电流、电压、送丝速度等，Tandem法中参数可独立设定。 | 焊接过程中影响焊接质量的关键参数，包括焊接电流强度、电弧电压和焊接速度。 | 焊接过程中控制焊接质量的关键参数，包括焊接电流、电弧电压和焊接速度等。,工艺参数|工艺流程,domain_specific,23|27|226|279|153,1258|1260|312|1444|663,工艺参数
entity_140,焊接效率,焊接过程中单位时间内完成的焊接工作量，受焊接工艺和设备影响。 | 焊接工艺直接影响船舶建造质量、周期和成本，焊接工时约占船体建造工时的30%~40%。 | 焊接效率的提高有助于缩短造船周期。,工艺参数|工艺流程,domain_specific,23|137,302|1021|1078|243|648,工艺参数
entity_141,焊接质量,焊接后焊缝的性能和外观，受焊接工艺、参数和操作影响。 | 焊接后焊缝的综合性能，包括成形、强度、塑性等，Tandem法中焊接质量较高。 | 拼板焊接过程中需确保的焊接质量，包括焊缝成形、无裂纹、无气孔等。 | 指焊缝的外部与内部没有缺陷，密性试验好，并为船体总装做好准备，如大合拢缝的标准边切割正确，余量边画有余量线，还有定位线等。 | 焊接质量直接影响船舶建造质量，需通过高效焊接技术提高。 | 焊接工艺和操作水平所决定的焊缝成型、强度和完整性，直接影响船体建造周期和使用性能。,工艺参数|工艺特征|工艺问题|工艺流程,domain_specific,23|226|238|132|137|153,302|303|305|310|311|315|1380|1418|1422|1431|599|1067|1078|217|240|243|247|248|641|648|264|650|180|503|711,工艺参数
entity_142,焊接设备,用于完成焊接工作的工具和装置，包括焊枪、送丝电机、导电管等。 | 用于执行焊接操作的设备，如电焊机等，是焊接工艺中的关键工具。 | 用于完成焊接作业的设备，包括手工电弧焊、钨极氩弧焊、熔化极气体保护焊等，窄间隙焊接中需要特殊设计的焊接设备。 | 用于焊接的机械装置，包括电源、焊枪、送丝机构等，双丝GMA焊接设备主要依赖进口。 | 拼板焊接过程中使用的焊接设备，包括自动焊机、定位焊设备等。 | 焊接过程中使用的设备，如埋弧自动焊机、CO₂气体保护焊机等。 | 指用于船舶焊接的专用设备，如多电极焊接机、等离子焊接机、多层高效率焊接机、海底管线敷设自动焊接机、半自动CO₂焊接机、双丝或多丝埋弧自动焊接机、激光焊接机及激光复合焊设备等。,设备|设备部件,domain_specific,23|27|225|226|238|137|152,304|1010|1062|503,设备
entity_143,电气焊,一种将气体保护焊和电渣焊特点组合的弧焊工艺，使用水冷铜模座，药芯焊丝送入焊池，通过弧获得融合物，采用CO₂或CO₂与氩气混合气体保护，适用于厚度13~50mm的板，用于垂向对接缝焊接。,工艺流程,domain_specific,24,1430|1431|649|650,工艺流程
entity_144,激光焊,用于船舶建造的焊接工艺，提供最小变形，使用CO₂或Nd:YAG激光作为原料，适用于不同厚度材料，包括点焊、柱焊、滚焊等，Nd:YAG激光可用于连接手臂关节机器人，焊接复杂形状单元。,工艺流程,domain_specific,24,1384|1385|1417|1432|604|651|636|503,工艺流程
entity_145,铝热焊,一种熔接工艺，利用铝粉末和铁的氧化物反应产生热量，用于大型型钢焊接，常用于修理铸件或锻件，通过熔渣使铝钢过热并融合。,工艺流程,domain_specific,24,1434|653,工艺流程
entity_146,摩擦搅拌焊,一种固态连接工艺，用于造船工业，使用非自耗旋转工具，通过软化板材实现固态连接，适用于铝合金板及挤压或铸造板，典型应用包括铝合金甲板架和客船舱壁蜂巢状板架。,工艺流程,domain_specific,24,1435|654,工艺流程
